timestep,demand_el,pv,wind,demand_heat
1018,321330.3552665,0.037821,0.99871,422212.1291792539
1019,324565.7202236,0.0712,0.99926,219658.33586298072
1020,329014.9239591,0.097888,0.9995,98126.0598732168
1021,328807.2329134,0.11349,0.99965,32622.344550167745
1022,322747.2697341,0.1235,0.99983,29903.81583765377
1023,315025.7781889,0.11604,0.99989,30809.99207515843
1024,310387.3448339,0.087382,0.99983,65244.68910033549
1025,306344.2924767,0.022641,0.99989,175798.190075904
1026,313867.3236893,0.0,0.99988,560016.9147778797
1027,330002.6102656,0.0,0.99972,945141.81571736
1028,323264.1896702,0.0,0.9992,681444.530603504
1029,304982.7622879,0.0,0.99742,551861.3286403378
1030,291552.074663,0.0,0.99304,514708.1029026467
1031,287098.2555708,0.0,0.98748,427715.1841021994
1032,273409.1079778,0.0,0.986,527394.5702277119
1033,262489.1743281,0.0,0.99377,487522.8157775069
1034,252796.9255266,0.0,0.99825,368813.72866439656
1035,244309.2847904,0.0,0.99907,352502.5563893126
1036,240884.6902138,0.0,0.99893,317161.6831266309
1037,237607.7870476,0.0,0.99842,365189.0237143779
1038,232586.2790971,0.0,0.99737,468493.1147899091
1039,226374.009151,0.0,0.99455,456712.8237023485
1040,230315.5236636,0.0,0.98926,476648.70092745096
1041,243690.8270097,0.044783,0.98142,481179.5821149743
1042,259895.3439346,0.16198,0.97361,424996.65538968536
1043,270441.4337019,0.26626,0.98376,221107.00195113695
1044,276164.4758514,0.33217,0.98409,98773.20988800791
1045,275292.1734593,0.3564,0.97444,31489.318658468685
1046,267750.6808204,0.28839,0.9524,28865.20877026296
1047,259969.1896397,0.19533,0.92227,29739.91206633153
1048,257273.8214016,0.10006,0.9275,62978.63731693737
1049,254564.6070937,0.027059,0.93685,169692.4394373035
1050,266564.5341813,0.0,0.94868,540566.6369703792
1051,285044.4218962,0.0,0.96706,912315.5377995232
1052,277872.1577831,0.0,0.9758,657776.878643568
1053,262184.5607943,0.0,0.97737,532694.3073057618
1054,254541.5303109,0.0,0.96533,496831.4721669504
1055,256581.5179157,0.0,0.93082,412859.9557443672
1056,249076.9481294,0.0,0.8869,509077.3183119104
1057,236352.41006,0.0,0.8401,470590.3732848931
1058,228667.8413674,0.0,0.78347,356004.24149990984
1059,224827.8646993,0.0,0.71166,340259.58217067545
1060,223314.0277437,0.0,0.64512,306146.1536240011
1061,220009.432438,0.0,0.60353,352505.4283156356
1062,214212.5445834,0.0,0.60441,452221.60406745307
1063,201464.9297311,0.0,0.64244,440850.4612185616
1064,201169.5469105,0.0,0.67322,460093.9337320702
1065,211812.5591659,0.053616,0.63725,464467.450212413
1066,225672.474952,0.19193,0.68778,410235.8458561614
1067,238715.4726249,0.24652,0.77676,213427.60424073215
1068,250627.7079377,0.22534,0.6052,95342.65927147462
1069,247812.3404287,0.14808,0.40805,29491.267415674374
1070,237173.9435298,0.13577,0.20333,27033.66179770152
1071,229710.9119527,0.10814,0.14622,27852.863670359133
1072,226895.5444437,0.070075,0.29857,58982.53483134876
1073,226281.7020196,0.076997,0.66026,158925.16329557862
1074,238161.6298363,0.0055329,0.79581,506266.7573024102
1075,263236.8620928,0.0,0.77152,854427.5531818994
1076,262983.0174813,0.0,0.73372,616039.8082385315
1077,254703.0677909,0.0,0.70993,498893.94044849166
1078,251264.6271446,0.0,0.70185,465306.66366952914
1079,258206.1234291,0.0,0.69615,386663.28389439743
1080,249598.4834221,0.0,0.67669,476775.4898867359
1081,241812.3768849,0.0,0.66797,440730.6074898005
1082,238650.8576329,0.0,0.69054,333415.162171652
1083,235470.8769547,0.0,0.73927,318669.5284638148
1084,233029.353328,0.0,0.78253,286720.6554301676
1085,232983.1997623,0.0,0.82125,330138.35468102153
1086,238217.0141151,0.0,0.83858,423527.3681639904
1087,254103.0714365,0.0,0.8254,412877.7438194413
1088,280516.7570989,0.0,0.77779,430900.185017909
1089,294833.5931858,0.042624,0.73732,434996.1943811971
1090,303976.6145552,0.1133,0.80965,384205.6782764245
1091,308596.5864839,0.15541,0.89883,199885.2569284597
1092,313055.0209326,0.15767,0.92733,89293.00411968076
1093,311176.5708078,0.1288,0.93837,29485.578198921805
1094,306967.3656139,0.11959,0.94176,27028.446682344984
1095,301641.2441297,0.097042,0.92555,27847.490521203923
1096,298355.1102503,0.06438,0.84339,58971.15639784361
1097,293301.2948038,0.079605,0.76822,158894.50473863416
1098,299416.6422619,0.0085579,0.71133,506169.0924148243
1099,317550.3782339,0.0,0.63994,854262.7239298733
1100,314259.628998,0.0,0.5712,615920.9668219221
1101,301193.5545422,0.0,0.49918,498797.6978650938
1102,290716.6951234,0.0,0.45381,465216.90047187736
1103,285602.8800414,0.0,0.43966,386588.6919414192
1104,270012.2055407,0.0,0.4217,476683.5142159025
1105,257283.0521147,0.0,0.41591,440645.5853061092
1106,252183.0831025,0.0,0.42299,333350.8424155882
1107,250175.4029936,0.0,0.43938,318608.0533161272
1108,247036.9605245,0.0,0.42674,286665.34360062866
1109,249376.9463066,0.0,0.41365,330074.6670601524
1110,252524.6194888,0.0,0.4199,423445.6646900714
1111,272762.9580577,0.0,0.41506,412798.0947849052
1112,297510.4999976,0.0,0.369,430817.059239802
1113,306238.1392755,0.081744,0.40949,434912.2784340966
1114,310913.4954831,0.2881,0.4681,384131.5604248424
1115,313913.477255,0.42819,0.47437,199846.69668158115
1116,316641.1529892,0.49632,0.42541,89275.77843562435
1117,312136.5649748,0.49812,0.36621,28180.17508706435
1118,304927.3780091,0.38474,0.3398,25831.82716314232
1119,297164.3482547,0.24196,0.33337,26614.60980444966
1120,293781.2918873,0.10755,0.27832,56360.3501741287
1121,291441.3061052,0.09667,0.25284,151859.83241362454
1122,300796.633877,0.010409,0.26659,483759.672327938
1123,323490.3421423,0.0,0.20693,816442.2948835588
1124,322456.5022701,0.0,0.1413,588652.5462631219
1125,308236.5886713,0.0,0.088752,476714.6285561719
1126,296476.6601254,0.0,0.064382,444620.5402625709
1127,291044.38544,0.0,0.04836,369473.40669706586
1128,274862.945298,0.0,0.035668,455579.4972408736
1129,266509.1499024,0.0,0.029707,421137.0610233505
1130,263218.4006665,0.0,0.026465,318592.5350120886
1131,257047.6689295,0.0,0.022317,304502.44746855635
1132,253581.5361438,0.0,0.017363,273973.92445757
1133,255358.4484241,0.0,0.014111,315461.4044468592
1134,259378.4239985,0.0,0.010876,404698.6255558963
1135,280987.5234693,0.0,0.0078298,394522.45121890085
1136,306482.7531739,0.0,0.0066513,411743.6693276624
1137,313382.7112492,0.061254,0.010076,415657.5825341992
1138,315528.8520553,0.17214,0.010433,367125.0587731439
1139,315953.4648599,0.24596,0.010897,190998.9644789917
1140,319248.8294524,0.27117,0.01341,85323.30790250038
1141,317670.3775048,0.25405,0.016999,26331.75200327268
1142,314601.1653843,0.22845,0.018716,24137.43933633329
1143,312191.9492536,0.17983,0.018907,24868.87689197975
1144,310391.9601905,0.11671,0.0145,52663.50400654536
1145,307045.8266757,0.10273,0.00939,141898.8857954139
1146,314421.166478,0.011819,0.006899,452028.4093895143
1147,333048.7456032,0.0,0.0057923,762889.3705392613
1148,327953.3919475,0.0,0.0,550041.0418461404
1149,311490.4150547,0.0,0.0,445445.4713886962
1150,298913.5683955,0.0,0.0,415456.5316071912
1151,289401.3185003,0.0,0.0,345238.52626513067
1152,272564.4977251,0.0,0.0078388,425696.6573862416
1153,259752.2678808,0.0,0.016677,393513.4049377973
1154,251135.3971606,0.0,0.041941,297695.0851481106
1155,247013.8837417,0.0,0.090542,284529.2091464742
1156,244909.2811448,0.0,0.11761,256003.14447626212
1157,248804.6420917,0.0,0.11695,294769.3349255248
1158,253535.3825781,0.0,0.12863,378153.2162692216
1159,277161.392871,0.0,0.16996,368644.5280458175
1160,304756.6098159,0.0,0.20804,384736.1542700397
1161,313318.0962572,0.052739,0.27426,388393.342048272
1162,316894.9976006,0.11087,0.46292,343044.2135981913
1163,322424.1947741,0.13918,0.63434,178470.76357773706
1164,325064.1787334,0.12693,0.7672,79726.6935654645
1165,323536.495708,0.085728,0.8412,25114.56994961167
1166,318971.9080581,0.097167,0.89223,23021.68912047736
1167,313604.2483647,0.094888,0.90561,23719.316063522125
1168,308471.9718565,0.076045,0.91022,50229.13989922334
1169,302250.4711972,0.090645,0.92091,135339.6269506851
1170,309238.1210474,0.014315,0.91899,431133.4508016669
1171,328008.7762264,0.0,0.90386,727624.9015956935
1172,325299.5619185,0.0,0.85069,524615.461169666
1173,309182.7367686,0.0,0.69894,424854.808314264
1174,296292.0458626,0.0,0.44442,396252.1036494285
1175,287052.1020051,0.0,0.20669,329279.9171171308
1176,269942.9751921,0.0,0.089032,406018.8808520553
1177,257910.7406085,0.0,0.053042,375323.2953580854
1178,251776.9317241,0.0,0.037535,283934.1658192208
1179,247816.9557852,0.0,0.034418,271376.88084441493
1180,246400.0413176,0.0,0.041894,244169.43006566903
1181,248578.4896196,0.0,0.061951,281143.6580470417
1182,251689.2399493,0.0,0.084972,360673.1295541454
1183,274046.0271848,0.0,0.091293,351603.9792945633
1184,303307.3878522,0.0,0.086464,366951.7720415482
1185,314984.2399798,0.071779,0.08097,370439.9067567721
1186,317707.3003573,0.1828,0.088501,327187.0362879964
1187,320568.8214321,0.29496,0.13105,170220.97410292353
1188,322211.8883718,0.37797,0.24844,76041.33679187977
1189,318445.7574089,0.42293,0.41999,24619.41157117495
1190,312210.4106799,0.36481,0.55214,22567.793940243704
1191,306261.2160584,0.27411,0.51937,23251.66648388745
1192,302499.7004521,0.16862,0.49094,49238.8231423499
1193,298955.1066047,0.1261,0.52201,132671.2734668872
1194,307156.5952334,0.017967,0.52381,422633.2319718366
1195,322271.8880072,0.0,0.55735,713279.0630204298
1196,317231.9186304,0.0,0.59334,514272.15282009897
1197,297265.8860993,0.0,0.62059,416478.3790790429
1198,283835.1984743,0.0,0.59213,388439.6047896492
1199,278518.3077032,0.0,0.53365,322787.8405998493
1200,262553.7893201,0.0,0.44153,398013.8204006617
1201,249123.1016951,0.0,0.32232,367923.42848033673
1202,243072.3692291,0.0,0.20781,278336.12526300567
1203,237487.7877767,0.0,0.11773,266026.4194774182
1204,235087.8023592,0.0,0.081742,239355.39027531203
1205,237321.6349401,0.0,0.072015,275600.6350884307
1206,233777.0410927,0.0,0.068358,353562.10506381805
1207,228243.2285627,0.0,0.062963,344671.76199644926
1208,235272.4166221,0.0,0.050316,359716.95795661176
1209,248670.7967511,0.068176,0.048015,363136.32067483047
1210,258496.8908932,0.1542,0.053023,320736.22296891804
1211,263643.0134711,0.2082,0.04553,166864.90064907467
1212,266956.8394899,0.21858,0.040681,74542.1072571686
1213,270072.2051762,0.19306,0.040083,24276.52291306534
1214,263190.7085271,0.24162,0.042439,22253.47933697656
1215,256184.5972505,0.25494,0.043631,22927.82719567282
1216,253567.6900741,0.22034,0.046531,48553.04582613068
1217,252229.2366682,0.14796,0.067841,130823.48458707434
1218,262023.0233143,0.023384,0.0919,416746.97667428834
1219,284772.1158585,0.0,0.10182,703344.8166201987
1220,282229.0543872,0.0,0.10553,507109.5897395872
1221,265323.0032634,0.0,0.10678,410677.845946022
1222,256553.8257763,0.0,0.11076,383029.58373947535
1223,255663.0619579,0.0,0.11607,318292.18930463446
1224,243806.210924,0.0,0.12386,392470.4537612231
1225,232867.815848,0.0,0.13163,362799.1479785876
1226,221763.2679354,0.0,0.13235,274459.5784893776
1227,217046.3735187,0.0,0.13525,262321.31703284493
1228,215024.8473401,0.0,0.14218,236021.7505436908
1229,212384.8633808,0.0,0.17417,271762.1870545926
1230,210441.7982639,0.0,0.23358,348637.8429459662
1231,201501.8525837,0.0,0.30668,339871.3207829148
1232,204931.0625168,0.0,0.33678,354706.9736742325
1233,210940.2567737,0.089176,0.31087,358078.71296771383
1234,218707.9018847,0.2104,0.38126,316269.1457285457
1235,228580.1495925,0.33335,0.42922,164540.87752188733
1236,238987.7786627,0.42379,0.38355,73503.91659789227
1237,236592.4086017,0.47218,0.34032,25985.224305002568
1238,227181.6965511,0.41035,0.35899,23819.788946252356
1239,219778.6646094,0.31248,0.42372,24541.600732502426
1240,217226.372425,0.19659,0.54876,51970.448610005136
1241,219206.3603944,0.14489,0.75555,140031.48653251387
1242,233260.1211567,0.025592,0.84461,446079.6839025441
1243,262466.0975452,0.0,0.86634,752849.6930588244
1244,263296.8617282,0.0,0.87257,542802.4632600537
1245,254619.9913726,0.0,0.8771,439583.3778262935
1246,249884.6355295,0.0,0.87953,409989.09459004056
1247,252460.0044968,0.0,0.88463,340695.16311003367
1248,240197.0020846,0.0,0.88793,420094.4595975416
1249,231533.9777987,0.0,0.88462,388334.7410025384
1250,226780.1605293,0.0,0.88445,293777.3970037791
1251,226466.3162824,0.0,0.88003,280784.7848512777
1252,226447.8548562,0.0,0.86189,252634.125187525
1253,230426.2922213,0.0,0.84499,290890.1498587788
1254,236786.2535778,0.0,0.85841,373176.6934912869
1255,269633.7463018,0.0,0.86419,363793.140270036
1256,299578.1797419,0.0,0.84412,379672.9995675376
1257,310567.3437402,0.10137,0.85092,383282.0584987879
1258,312828.8684606,0.24823,0.87938,338529.7277512835
1259,314735.0107249,0.31713,0.88779,176122.07584501745
1260,319078.0612593,0.31668,0.87301,78677.48470125777
1261,317125.7654293,0.26155,0.85509,30139.187711988507
1262,313405.7880321,0.2358,0.8387,27627.588735989462
1263,307964.2826335,0.18755,0.79802,28464.78839465581
1264,304133.5366786,0.12518,0.71986,60278.37542397701
1265,299181.2590767,0.12042,0.73029,162416.73378127144
1266,307535.0544723,0.025114,0.73738,517389.38905580266
1267,330634.914116,0.0,0.68774,873199.2439890004
1268,327634.9323441,0.0,0.65691,629574.1433170933
1269,310784.2654991,0.0,0.62798,509854.5921278056
1270,296698.1972409,0.0,0.58291,475529.40612248535
1271,287421.3305309,0.0,0.51167,395158.238890516
1272,270427.5876322,0.0,0.44372,487250.2013438143
1273,256203.0586768,0.0,0.41657,450413.4163624949
1274,250253.8640553,0.0,0.39671,340740.2610772034
1275,247235.4208571,0.0,0.36433,325670.66722120915
1276,246353.8877519,0.0,0.35384,293019.88053322164
1277,249423.0998723,0.0,0.37612,337391.462442538
1278,254961.5277589,0.0,0.36906,432832.22353050165
1279,281430.5977002,0.0,0.3633,421948.62796783913
1280,306861.2124128,0.0,0.34676,440367.0204584988
1281,315616.5438302,0.087131,0.39303,444553.0187518305
1282,316064.2334177,0.16582,0.42598,392646.63991451694
1283,318307.2967117,0.22117,0.36177,204276.7167145888
1284,322165.734806,0.2345,0.27887,91254.76279463188
1285,320176.5161235,0.21296,0.24735,118240.62125012056
1286,318482.6802615,0.17437,0.23397,115899.22280952412
1287,313650.4019304,0.12202,0.19509,127606.21501250632
1288,310978.1104751,0.067759,0.15207,180287.6799259264
1289,304622.7644753,0.10381,0.10766,362916.7582924492
1290,308924.2768005,0.028219,0.066235,811294.5596666688
1291,326185.7103804,0.0,0.034122,1040751.6068451208
1292,323905.7242338,0.0,0.017014,845244.8370553172
1293,306413.5228253,0.0,0.0088359,700078.1337383376
1294,291427.4600355,0.0,0.0064066,700078.1337383376
1295,281144.4455927,0.0,0.0,558423.5280822526
1296,262867.633567,0.0,0.0,556082.1296416562
1297,247886.1861338,0.0,0.0,516278.3561515165
1298,240635.460959,0.0,0.0,449548.5005945177
1299,238184.7066191,0.0,0.0083482,424963.81696825504
1300,236633.9468109,0.0,0.01533,409744.7271043782
1301,239467.7757462,0.0,0.030319,454231.2974757107
1302,248329.2603647,0.0,0.054336,487010.8756440609
1303,275795.2473256,0.0,0.080792,557252.8288619543
1304,303478.1560454,0.0,0.096778,616958.4890971637
1305,312168.8724708,0.09779,0.11844,620470.5867580584
1306,310433.4983996,0.18777,0.14364,519790.4538124112
1307,311181.1861643,0.32273,0.17041,343014.8715473795
1308,313248.8659086,0.44328,0.18427,187311.8752477157
1309,310387.3448339,0.52956,0.18963,146051.93961913697
1310,306828.9049168,0.50562,0.19487,143159.82200291645
1311,301092.0166976,0.43323,0.17559,157620.41008401912
1312,298982.7987441,0.31863,0.12101,222693.0564489811
1313,294888.9774646,0.20325,0.10474,448278.2305141827
1314,302296.6247629,0.040373,0.11437,1002118.754020415
1315,323208.8053914,0.0,0.11452,1285546.2804100274
1316,322664.1933158,0.0,0.096189,1044054.4594556128
1317,307193.518086,0.0,0.072987,864743.1672499395
1318,291861.3035533,0.0,0.060827,864743.1672499395
1319,279745.9925514,0.0,0.052717,689770.0514685975
1320,260153.8039026,0.0,0.03805,686877.9338523769
1321,241840.0690243,0.0,0.028668,637711.9343766277
1322,237026.2521195,0.0,0.021124,555286.5823143425
1323,236666.2543069,0.0,0.016433,524919.3473440269
1324,239066.2397244,0.0,0.014416,506120.5828385935
1325,243146.2149342,0.0,0.013786,561070.8175467836
1326,249815.405181,0.0,0.012884,601560.464173871
1327,276224.4754868,0.0,0.011196,688323.9926604872
1328,301539.7062851,0.001903,0.0088131,762072.9918741107
1329,309455.0428063,0.11446,0.011611,766411.1682984415
1330,306699.6749328,0.23572,0.011777,642050.1108009585
1331,308167.3583227,0.28794,0.0088502,423695.2307763082
1332,306939.6734745,0.27587,0.0057587,231369.40929764276
1333,305291.9911783,0.21572,0.0,120324.09026890862
1334,304313.535585,0.19464,0.0064622,117941.43501605895
1335,299379.7194093,0.15553,0.011186,129854.71128030733
1336,298493.5709475,0.1051,0.018315,183464.45446942505
1337,295405.8974007,0.12253,0.030025,369311.5641916997
1338,304295.0741587,0.035954,0.04079,825590.0451124127
1339,322724.1929513,0.0,0.044343,1059090.259891681
1340,320287.2846812,0.0,0.042613,860138.546278733
1341,305273.529752,0.0,0.038156,712413.920602053
1342,290947.462952,0.0,0.029626,712413.920602053
1343,280442.9113938,0.0,0.019574,568263.2778046477
1344,259456.8850602,0.0,0.015715,565880.6225517981
1345,243663.1348703,0.0,0.013576,525375.4832533535
1346,234021.6549911,0.0,0.013103,457469.80854713777
1347,232207.8198582,0.0,0.014221,432451.9283922162
1348,232840.1237086,0.0,0.016129,416964.6692486933
1349,235664.7219307,0.0,0.017386,462235.11905283714
1350,242140.0672015,0.0,0.016446,495592.2925927326
1351,265899.9228349,0.0,0.015124,567071.9501782228
1352,292438.2231248,0.0023443,0.012777,627829.6591258895
1353,304401.2273598,0.10677,0.016504,631403.6420051641
1354,306062.7557258,0.1948,0.023935,528949.466132628
1355,306210.4471361,0.23141,0.023728,349058.9945424775
1356,307442.7473409,0.21291,0.025872,190612.42022797407
1357,304151.9981049,0.15436,0.034662,96536.16696407998
1358,298368.95632,0.13011,0.059675,94624.55969746456
1359,293236.6798118,0.095269,0.13576,104182.59603054175
1360,291565.9207327,0.057103,0.21584,147193.7595293893
1361,289184.3967414,0.10702,0.37181,296299.126325394
1362,294838.2085423,0.036902,0.58635,662371.9178822519
1363,311610.4143255,0.0,0.69888,849709.4300105654
1364,309067.3528543,0.0,0.7637,690090.2232481758
1365,294722.824628,0.0,0.8084,571570.5727180181
1366,281749.0573037,0.0,0.84968,571570.5727180181
1367,274170.6418122,0.0,0.85138,455918.33308778366
1368,258224.5848554,0.0,0.82315,454006.7258211682
1369,247198.4980046,0.0,0.77658,421509.4022887057
1370,238853.9333221,0.0,0.70015,367028.5951901655
1371,239758.5432102,0.0,0.61104,346956.7188907033
1372,240746.2295167,0.0,0.51738,334531.2716577029
1373,240229.3095806,0.0,0.45548,370851.8097233964
1374,234381.6528037,0.0,0.42165,397614.3114560126
1375,231192.4414123,0.0,0.41729,454962.529454476
1376,235535.4919467,0.0070995,0.42897,503708.5147531698
1377,246695.4241382,0.17129,0.67126,506575.925653093
1378,255127.6805955,0.38529,0.72581,424376.8131886289
1379,257610.7424313,0.51695,0.6988,280050.46455916273
1380,258141.5084371,0.57552,0.68341,152928.5813292356
1381,255363.0637807,0.56655,0.70071,32656.19729777864
1382,248943.1027888,0.49388,0.73953,29934.84752296375
1383,238567.7812146,0.38119,0.77791,30841.964114568716
1384,237510.8645596,0.24775,0.75792,65312.39459555728
1385,238341.6287426,0.18758,0.62536,175980.61877136267
1386,246672.3473553,0.049792,0.5739,560598.0536118665
1387,270399.8954928,0.0,0.53254,946122.6050439756
1388,271502.9657135,0.0,0.45955,682151.6768869315
1389,254329.2239085,0.0,0.36827,552434.004287422
1390,241936.9915123,0.0,0.28836,515242.22403161856
1391,239532.3907382,0.0,0.20868,428159.03123754216
1392,226923.2365831,0.0,0.13834,527941.856314088
1393,212255.6333968,0.0,0.08291,488028.7262834696
1394,199794.170652,0.0,0.046242,369196.4527832196
1395,194634.2020043,0.0,0.024793,352868.3541343303
1396,196724.9585315,0.0,0.012835,317490.8070617368
1397,201474.1604442,0.0,0.0092142,365567.9864167998
1398,201728.0050557,0.0,0.014165,468979.2778597655
1399,197020.3413521,0.0,0.02765,457186.7621689009
1400,197209.5709716,0.008643,0.039367,477143.32718421007
1401,207917.198219,0.18088,0.055608,481678.9101422349
1402,220526.3523741,0.39447,0.068844,425437.68146272725
1403,232230.8966411,0.55421,0.085242,221336.4483516108
1404,242080.067566,0.65232,0.11202,98875.70848494089
1405,239998.541752,0.68775,0.16583,101451.69851460429
1406,232992.4304755,0.65456,0.25136,99442.75398956264
1407,228760.1484988,0.5625,0.35868,109487.47661477096
1408,229152.4538074,0.41965,0.41041,154688.72842820856
1409,233975.5014253,0.26007,0.42637,311386.40138145874
1410,244503.1297664,0.064333,0.56707,696099.2779269384
1411,267792.2190295,0.0,0.69843,892975.841381022
1412,274152.1803859,0.0,0.7846,725228.9735400425
1413,264053.7802061,0.0,0.84165,600674.4129874591
1414,260370.7256615,0.0,0.88502,600674.4129874591
1415,263509.1681305,0.0,0.92341,479133.2692224381
1416,251227.704292,0.0,0.94609,477124.3246973964
1417,244207.7469458,0.0,0.95654,442972.26777168806
1418,239121.6240033,0.0,0.95992,385717.3488080004
1419,235941.6433251,0.0,0.95978,364623.4312950629
1420,237501.6338465,0.0,0.96131,351565.29188229213
1421,242398.5271695,0.0,0.96111,389735.2378580839
1422,253406.1525941,0.0,0.95596,417860.4612086672
1423,283784.429552,0.0,0.95076,478128.7969599173
1424,308998.1225057,0.0085208,0.94361,529356.8823484797
1425,315150.3928164,0.17189,0.93757,532370.2991360422
1426,314245.7829282,0.36598,0.93252,445985.68455925054
1427,314236.5522151,0.42831,0.93346,294310.3729186045
1428,316784.2290429,0.39844,0.9231,160715.56200333353
1429,314342.7054162,0.29974,0.91246,123755.67287589758
1430,312579.6392057,0.28376,0.89655,121305.06549221644
1431,309155.0446291,0.24117,0.85725,133558.10241062214
1432,307567.3619683,0.17662,0.79015,188696.7685434478
1433,304987.3776445,0.16111,0.77048,379844.1444705767
1434,311956.5660684,0.051391,0.80556,849135.458445515
1435,330847.2205183,0.0,0.84522,1089294.982046267
1436,335850.2670425,0.0,0.86368,884669.2655088917
1437,318874.9855701,0.0,0.86693,732731.6077206609
1438,304779.6865987,0.0,0.84335,732731.6077206609
1439,295710.5109345,0.0,0.79444,584469.8610079519
1440,276459.858672,0.0,0.72525,582019.2536242708
1441,264783.0065445,0.0,0.64017,540358.9281016914
1442,260823.0306056,0.0,0.54313,470516.61766677885
1443,258792.2737138,0.0,0.44044,444785.2401381269
1444,257753.8184851,0.0,0.36801,428856.2921441996
1445,258058.4320188,0.0,0.32473,475417.8324341412
1446,264658.391917,0.0,0.28553,509726.3358056771
1447,293993.5982896,0.0,0.25114,583244.5573161115
1448,319322.6751576,0.011055,0.21738,645735.0455999804
1449,328696.4643556,0.14129,0.18203,649410.9566755021
1450,327205.7041828,0.25091,0.16839,544034.8391772131
1451,325281.1004923,0.33531,0.14504,359013.9817092871
1452,327833.3926767,0.37314,0.11621,196048.59069449123
1453,327307.2420274,0.36799,0.087539,158031.6280311905
1454,324953.4101756,0.31512,0.060723,154902.28886225607
1455,320462.6682309,0.23765,0.03974,170548.98470692837
1456,317236.533987,0.15036,0.021899,240959.11600795385
1457,312191.9492536,0.15598,0.010801,485047.57118484215
1458,313576.5562253,0.054659,0.0,1084316.0220357922
1459,331977.9828784,0.0,0.0,1390991.26059137
1460,335711.8063453,0.0,0.0,1129691.439985342
1461,318542.6798969,0.0,0.0,935672.4115114053
1462,303870.461354,0.0,0.0,935672.4115114053
1463,292959.7584175,0.0,0.0060375,746347.39179087
1464,273690.6447287,0.0,0.010231,743218.0526219355
1465,263416.8609991,0.0,0.01909,690019.2867500497
1466,256812.2857444,0.0,0.034183,600833.1204354173
1467,255866.1376471,0.0,0.057938,567975.0591616054
1468,255893.8297865,0.0,0.090809,547634.3545635315
1469,259918.4207174,0.0,0.1165,607091.7987732863
1470,264519.9312198,0.0,0.15286,650902.5471383687
1471,290301.3130319,0.0,0.21223,744782.7222064028
1472,311361.1850706,0.010453,0.22568,824580.8710142316
1473,317984.2217517,0.1352,0.31207,829274.8797676333
1474,314933.4710575,0.25756,0.43093,694713.2955034514
1475,313913.477255,0.32669,0.4826,458448.1882488992
1476,313179.6355601,0.34314,0.51833,250347.1335147572
1477,307479.6701935,0.31482,0.54637,270674.31164008484
1478,304604.303049,0.33015,0.60076,274307.5238768645
1479,302148.9333526,0.31058,0.64409,288840.3728239832
1480,302245.8558406,0.25328,0.63298,346971.7686124578
1481,302033.5494383,0.18206,0.55928,566781.1089376274
1482,311956.5660684,0.0557,0.55232,1019116.0324166954
1483,334613.3514811,0.0,0.50248,1289790.34405678
1484,337437.9497033,0.0,0.40544,1182610.5830717802
1485,320887.2810356,0.0,0.29197,1035465.487482204
1486,305638.1429212,0.0,0.19745,939185.3632075428
1487,294930.5156738,0.0,0.12968,833822.2083409326
1488,276289.0904788,0.0,0.08145,777507.4186708478
1489,264183.0101901,0.0,0.046502,759341.3574869494
1490,259955.34357,0.0,0.023287,721192.629000763
1491,257809.2027639,0.0,0.011419,721192.629000763
1492,257887.6638257,0.0,0.0,762974.5697237293
1493,260107.6503369,0.0,0.0,812022.9349202544
1494,268124.5247027,0.0,0.0,893770.210247797
1495,293508.9858495,0.0,0.0069026,973700.8794569497
1496,314222.7061454,0.014423,0.013407,1022749.244653475
1497,320384.2071692,0.14649,0.022556,980967.3039305088
1498,318602.6795323,0.27677,0.035018,842905.2389328816
1499,317504.2246682,0.3695,0.069999,515916.13762271206
1500,318445.7574089,0.41651,0.10652,330622.3135469493
1501,313465.7876675,0.41876,0.11449,152276.02861869746
1502,310835.0344214,0.38045,0.095221,149260.66171535692
1503,306708.9056459,0.31027,0.068568,164337.49623205964
1504,305347.3754571,0.21855,0.051463,232183.2515572219
1505,304271.9973758,0.17038,0.041503,467381.8700177842
1506,307973.5133467,0.056764,0.049184,1044824.6320074984
1507,326291.8635816,0.0,0.065072,1340330.5885348718
1508,331857.9836076,0.0,0.084415,1088547.4521059364
1509,315875.0037982,0.0,0.097748,901594.7040988224
1510,302195.0869183,0.0,0.11815,901594.7040988224
1511,293624.3697639,0.0,0.13044,719165.0064467196
1512,277562.9288928,0.0,0.11987,716149.6395433792
1513,262858.4028539,0.0,0.098313,664888.4021865899
1514,257878.4331125,0.0,0.076355,578950.4454413843
1515,251989.2381265,0.0,0.062608,547289.0929563086
1516,250696.9382862,0.0,0.048866,527689.2080845952
1517,253295.3840364,0.0,0.044733,584981.1792480655
1518,259544.5768351,0.0,0.055063,627196.3158948331
1519,284725.9622927,0.0,0.078549,717657.3229950494
1520,304327.3816547,0.017602,0.090235,794549.1790302333
1521,310055.0391607,0.17168,0.12486,799072.2293852441
1522,307830.4372929,0.33788,0.27143,669411.4525416007
1523,308458.1257868,0.46742,0.44225,441751.2513393897
1524,312215.0260365,0.54919,0.5422,241229.35226724352
1525,308384.2800816,0.58003,0.59865,131920.76324014683
1526,303312.0032088,0.53959,0.661,129308.4708987578
1527,298332.0334674,0.45369,0.69912,142369.932605703
1528,295659.7420122,0.33222,0.69347,201146.5102869566
