timestep,heat_demand,electricity_demand,PV,COP_AIR-HP,electricity_price_buy,electricity_price_sell
787,8.795448021,0.630708175,0,1.961703526,0.213219569,-0.110169569
788,8.743506398,0.709938103,0,1.964852327,0.206330206,-0.103280206
789,8.276031799,0.638488839,0,1.961703526,0.197697752,-0.094647752
790,7.271827104,0.535062946,0,1.961703526,0.19365129,-0.09060129
791,5.055651224,0.464942088,0,1.9585648,0.193672041,-0.090622041
792,4.051446529,0.321189585,0,1.961703526,0.188629526,-0.085579526
793,3.923376564,0.221274479,0,1.990411382,0.186014888,-0.082964888
794,4.011344648,0.163678592,0,1.990411382,0.178731255,-0.075681255
795,4.1696872,0.150109874,0,1.980749191,0.177050417,-0.074000417
796,4.503965921,0.146124656,0,1.980749191,0.173979255,-0.070929255
797,5.665144635,0.14849681,0,1.971180354,0.173771744,-0.070721744
798,8.181031849,0.152102483,0,1.961703526,0.172879447,-0.069829447
799,10.09873609,0.155423498,0,1.961703526,0.175805351,-0.072755351
800,9.553333965,0.491130663,0.011762103,1.961703526,0.17806722,-0.07501722
801,9.148680777,0.50669199,0.058449592,1.943020635,0.183939779,-0.080889779
802,8.638465887,0.4675989,0.081516811,1.933812006,0.190683884,-0.087633884
803,8.145844615,0.441125667,0.121499572,1.936871835,0.195415132,-0.092365132
804,7.899533978,0.449096103,0.259332086,1.924690252,0.199108827,-0.096058827
805,7.72359781,0.63232124,0.183840658,1.92166876,0.197531744,-0.094481744
806,7.811565894,0.656706978,0.149312504,1.909677067,0.190766888,-0.087716888
807,7.969908446,0.437804652,0.135107336,1.88904784,0.186720425,-0.083670425
808,8.268999933,0.397857587,0.043484046,1.88904784,0.185184844,-0.082134844
809,8.515310569,0.399375765,0.011646444,1.88034255,0.188069246,-0.085019246
810,8.84958929,0.488284079,0,1.877458589,0.200831167,-0.097781167
811,8.937557374,0.630708175,0,1.874583461,0.216601996,-0.113551996
812,8.884776524,0.79751801,0,1.874583461,0.213281822,-0.110231822
813,8.409748868,0.607745729,0,1.874583461,0.206537717,-0.103487717
814,7.389319089,0.535062946,0,1.877458589,0.200831167,-0.097781167
815,5.137336129,0.442833617,0,1.877458589,0.198963569,-0.095913569
816,4.11690635,0.327926501,0,1.874583461,0.189376565,-0.086326565
817,4.118595635,0.221274479,0,1.871717125,0.183732268,-0.080682268
818,4.210940829,0.163678592,0,1.871717125,0.178897264,-0.075847264
819,4.377162177,0.15978826,0,1.868859542,0.177050417,-0.074000417
820,4.728073913,0.156182587,0,1.843528614,0.174415028,-0.071365028
821,5.947030469,0.14849681,0,1.824296572,0.173045456,-0.069995456
822,8.588103006,0.177911513,0,1.810803254,0.177527692,-0.074477692
823,10.60122823,0.341874764,0,1.800151471,0.194834102,-0.091784102
824,10.02868803,0.491130663,0.014767938,1.79224451,0.21894687,-0.11589687
825,9.603900136,0.50669199,0.231529244,1.794872434,0.21533618,-0.11228618
826,9.068298013,0.537814644,0.411214843,1.863170472,0.208156302,-0.105106302
827,8.551164929,0.66107174,0.468563639,1.863170472,0.192966504,-0.089916504
828,8.292598386,0.449096103,0.340009682,1.939941363,0.183234242,-0.080184242
829,8.107907999,0.496064742,0.764430422,1.9585648,0.179561299,-0.076511299
830,8.200253193,0.491415321,0.743233592,1.980749191,0.177029666,-0.073979666
831,8.366474541,0.437804652,0.548008382,1.968011254,0.178150225,-0.075100225
832,8.6804482,0.397857587,0.201850535,1.977549273,0.183047482,-0.079997482
833,8.939014742,0.549390753,0.026136876,1.936871835,0.183981281,-0.080931281
834,9.289926477,0.477087514,0,1.897834109,0.194854853,-0.091804853
835,9.382271671,0.630708175,0,1.90373717,0.190123604,-0.087073604
836,9.326864555,0.709938103,0,1.900781056,0.180370591,-0.077320591
837,8.828200509,0.638488839,0,1.891967543,0.174850801,-0.071800801
838,7.756996263,0.535062946,0,1.891967543,0.173460478,-0.070410478
839,5.392959307,0.442833617,0,1.883235385,0.172983203,-0.069933203
840,4.321755061,0.394441686,0,1.866010671,0.160511797,-0.057461797
841,4.891874883,0.296708961,0,1.857515933,0.164620513,-0.061570513
842,5.008348095,0.163678592,0,1.857515933,0.169227255,-0.066177255
843,5.221882316,0.150109874,0,1.857515933,0.172775692,-0.069725692
844,5.532477547,0.146124656,0,1.837992492,0.174788548,-0.071738548
845,6.658385258,0.14849681,0,1.849098187,0.175680845,-0.072630845
846,8.677254257,0.177911513,0,1.846309201,0.179623552,-0.076573552
847,10.46317683,0.201538162,0,1.827019403,0.197448739,-0.094398739
848,9.880810776,0.189772281,0.023565221,1.827019403,0.220710712,-0.117660712
849,9.861398575,0.50669199,0.08515466,1.849098187,0.222350049,-0.119300049
850,9.51197894,0.4675989,0.313854424,1.854701515,0.222350049,-0.119300049
851,9.084910498,0.441125667,0.326800215,1.863170472,0.227019044,-0.123969044
852,8.735490863,0.449096103,0.282997615,1.877458589,0.223470608,-0.120420608
853,8.59960545,0.496064742,0.356776169,1.88034255,0.214713647,-0.111663647
854,8.59960545,0.629379769,0.314575083,1.897834109,0.213012058,-0.109962058
855,8.851964075,0.516655035,0.565584122,1.894896285,0.213323324,-0.110273324
856,9.084910498,0.397857587,0.34213387,1.883235385,0.213489333,-0.110439333
857,9.434330132,0.399375765,0.036846659,1.88904784,0.218282835,-0.115232835
858,9.531391142,0.488284079,0,1.866010671,0.22390638,-0.12085638
859,9.550803344,0.630708175,0,1.860338906,0.229571428,-0.126521428
860,9.376093527,0.709938103,0,1.854701515,0.223014084,-0.119964084
861,8.910200681,0.652626874,0,1.851895613,0.22122949,-0.11817949
862,7.842529575,0.514377767,0,1.851895613,0.203819324,-0.100769324
863,5.843072777,0.442833617,0,1.857515933,0.197054469,-0.094004469
864,4.988935893,0.327926501,0,1.857515933,0.190538626,-0.087488626
865,5.153090703,0.221274479,0,1.857515933,0.18186467,-0.07881467
866,5.275783339,0.163678592,0,1.851895613,0.179436792,-0.076386792
867,5.500719838,0.150109874,0,1.849098187,0.178087971,-0.075037971
868,5.8279002,0.150679191,0,1.843528614,0.176884408,-0.073834408
869,7.013929013,0.146978632,0,1.835236882,0.178918015,-0.075868015
870,9.140601367,0.177911513,0,1.835236882,0.180847866,-0.077797866
871,11.02188845,0.341874764,0,1.835236882,0.199088075,-0.096038075
872,10.40842527,0.491130663,0.008875562,1.829750374,0.212555534,-0.109505534
873,10.3879765,0.50669199,0.050035518,1.827019403,0.215502189,-0.112452189
874,10.01989859,0.4675989,0.064610109,1.821581845,0.20373632,-0.10068632
875,9.570025592,0.561156635,0.093600282,1.832489521,0.204151342,-0.101101342
876,9.201947685,0.769621485,0.116639428,1.832489521,0.203694818,-0.100644818
877,9.058806276,0.496064742,0.139379993,1.835236882,0.203425054,-0.100375054
878,9.058806276,0.491415321,0.169000094,1.843528614,0.202636512,-0.099586512
879,9.32464032,0.437804652,0.373096857,1.846309201,0.202885525,-0.099835525
880,9.570025592,0.397857587,0.229487356,1.851895613,0.205728425,-0.102678425
881,9.938103499,0.399375765,0.026358557,1.846309201,0.21077094,-0.10772094
882,10.04034736,0.685077934,0,1.840756391,0.218116826,-0.115066826
883,10.06079614,0.593607695,0,1.829750374,0.222536808,-0.119486808
884,9.876757182,0.709938103,0,1.818875186,0.216768005,-0.113718005
885,9.385986638,0.638488839,0,1.813485926,0.208841088,-0.105791088
886,8.261304144,0.535062946,0,1.805461652,0.197822259,-0.094772259
887,6.155080562,0.442833617,0,1.79224451,0.195767901,-0.092717901
888,5.255334567,0.327926501,0,1.784406706,0.188878539,-0.085828539
889,5.067495085,0.254484629,0,1.776637155,0.189023796,-0.085973796
890,5.18814973,0.213588702,0,1.787011679,0.186865683,-0.083815683
891,5.409349912,0.150109874,0,1.802802651,0.1786275,-0.0755775
892,5.731095632,0.146124656,0,1.808128508,0.172007902,-0.068957902
893,6.897423866,0.14849681,0,1.802802651,0.169829037,-0.066779037
894,8.988771044,0.177911513,0,1.805461652,0.17406226,-0.07101226
895,10.83880893,0.341874764,0,1.808128508,0.192779744,-0.089729744
896,10.23553571,0.311036768,0.005901627,1.805461652,0.203632564,-0.100582564
897,10.2154266,0.335991823,0.03526799,1.818875186,0.203113787,-0.100063787
898,9.853462666,0.4675989,0.049853461,1.835236882,0.200914172,-0.097864172
899,9.411062301,0.441125667,0.058535266,1.857515933,0.199855866,-0.096805866
900,9.049098366,0.449096103,0.081696726,1.877458589,0.18929356,-0.08624356
901,8.908334614,0.496064742,0.110425183,1.891967543,0.182777718,-0.079727718
902,8.908334614,0.491415321,0.084372124,1.897834109,0.180868618,-0.077818618
903,9.169753011,0.58241113,0.058299663,1.897834109,0.177610696,-0.074560696
904,9.411062301,0.442548959,0.020490653,1.906702492,0.179436792,-0.076386792
905,9.773026236,0.399375765,0.005860932,1.92166876,0.179727308,-0.076677308
906,9.873571773,0.488284079,0,1.93076183,0.199648355,-0.096598355
907,9.893680881,0.630708175,0,1.939941363,0.199710608,-0.096660608
908,9.712698913,0.709938103,0,1.949208599,0.187986242,-0.084936242
909,9.230080334,0.638488839,0,1.971180354,0.188650277,-0.085600277
910,8.124079422,0.508969257,0,1.955436102,0.179104775,-0.076054775
911,6.052841352,0.435527385,0,1.974359677,0.173377474,-0.070327474
912,5.168040623,0.327926501,0,1.977549273,0.162939675,-0.059889675
913,3.916642261,0.221274479,0,1.971180354,0.160968321,-0.057918321
914,4.004459352,0.163678592,0,1.977549273,0.162026627,-0.058976627
915,4.162530116,0.150109874,0,1.971180354,0.160636304,-0.057586304
916,4.496235062,0.146124656,0,1.968011254,0.1577104,-0.0546604
917,5.655420664,0.14602977,0,1.939941363,0.167152146,-0.064102146
918,8.166989467,0.146599087,0,1.92166876,0.173958504,-0.070908504
919,10.08140205,0.341874764,0,1.906702492,0.188193753,-0.085143753
920,9.536936088,0.491130663,0.005903769,1.91865674,0.209940896,-0.106890896
921,9.132977469,0.50669199,0.055787626,1.933812006,0.213281822,-0.110231822
922,8.623638341,0.4675989,0.116510918,1.977549273,0.206994241,-0.103944241
923,8.131862631,0.441125667,0.179086683,2.030021559,0.199606853,-0.096556853
924,7.885974776,0.588294071,0.318748323,2.064254637,0.198175027,-0.095125027
925,7.710340594,0.784518609,0.246334111,2.103269759,0.185579115,-0.082529115
926,7.798157685,0.491415321,0.21219232,2.092483761,0.175037561,-0.071987561
927,7.956228449,0.437804652,0.124493581,2.143788091,0.17350198,-0.07045198
928,8.254806559,0.397857587,0.066985262,2.17039539,0.180847866,-0.077797866
929,8.500694413,0.399375765,0.026874133,2.085354344,0.184313299,-0.081263299
930,8.834399359,0.488284079,0,2.023310744,0.195996163,-0.092946163
931,8.922216451,0.794766312,0,2.00672623,0.198175027,-0.095125027
932,8.869526196,0.669042176,0,1.971180354,0.188588023,-0.085538023
933,8.395313904,0.638488839,0,1.939941363,0.167504915,-0.064454915
934,7.376635648,0.535062946,0,1.936871835,0.163520705,-0.060470705
935,5.128518117,0.442833617,0,1.946109698,0.150240007,-0.047190007
936,4.109839861,0.327926501,0,1.946109698,0.14382792,-0.04077792
937,3.188880201,0.221274479,0,1.90373717,0.093091502,0.009958498
938,3.260379757,0.200779073,0,1.990411382,0.093216009,0.009833991
939,3.389078958,0.171079711,0,1.936871835,0.08896,0.01409
940,3.660777271,0.146124656,0,1.993653094,0.08905,0.014
941,4.604571412,0.14849681,0,1.987180195,0.093174507,0.009875493
942,6.649458715,0.177911513,0,2.036777038,0.09323676,0.00981324
943,8.208149038,0.341874764,0,2.064254637,0.093153755,0.009896245
944,7.76485179,0.491130663,0.008817732,2.106889845,0.106268445,-0.003218445
945,7.435953832,0.45431484,0.032220651,2.121495667,0.118117318,-0.015067318
946,7.021256407,0.525669218,0.087223575,2.158911817,0.11624972,-0.01319972
947,6.620858893,0.441125667,0.149925072,2.151323374,0.115129161,-0.012079161
948,6.420660136,0.449096103,0.158197066,2.193732975,0.10159945,0.00145055
949,6.277661024,0.496064742,0.089838774,2.24606055,0.093153755,0.009896245
950,6.34916058,0.491415321,0.095507373,2.266857407,0.09295,0.0101
951,6.477859781,0.437804652,0.072606421,2.25849262,0.091,0.01205
952,6.720958271,0.545690194,0.049525759,2.221602541,0.09323676,0.00981324
953,6.921157028,0.404974047,0.011702132,2.189808587,0.113054052,-0.010004052
954,7.192855342,0.488284079,0,2.155110915,0.149015693,-0.045965693
955,7.264354898,0.630708175,0,2.125178819,0.168106696,-0.065056696
956,7.221455164,0.709938103,0,2.106889845,0.146940584,-0.043890584
957,6.835357561,0.638488839,0,2.11416753,0.12824385,-0.02519385
958,6.005962711,0.535062946,0,2.106889845,0.09323676,0.00981324
959,4.175574075,0.464942088,0,2.078273345,0.119839659,-0.016789659
960,3.346179225,0.321189585,0,2.081807823,0.09323676,0.00981324
961,2.450330805,0.221274479,0,2.103269759,0.140528496,-0.037478496
962,2.539202907,0.163678592,0,2.125178819,0.126583763,-0.023533763
963,2.678859067,0.150109874,0,2.14004021,0.126293248,-0.023243248
964,3.097827546,0.146124656,0,2.13630541,0.118885108,-0.015835108
965,4.316644942,0.14849681,0,2.071240271,0.114195362,-0.011145362
966,6.348007267,0.152102483,0,2.030021559,0.123159833,-0.020109833
967,7.960401113,0.155423498,0,2.023310744,0.107596515,-0.004546515
968,7.300208357,0.491130663,0.005875925,2.030021559,0.115834698,-0.012784698
969,6.665407631,0.50669199,0.038084431,2.046994983,0.13583875,-0.03278875
970,6.144871035,0.4675989,0.090237158,2.078273345,0.161424845,-0.058374845
971,5.675118497,0.441125667,0.155887673,2.182001783,0.16931026,-0.06626026
972,5.510070308,0.449096103,0.198077861,2.189808587,0.17331522,-0.07026522
973,5.395806177,0.63232124,0.244977409,2.25849262,0.160491046,-0.057441046
974,5.433894221,0.656706978,0.183307329,2.250189338,0.16360371,-0.06055371
975,5.624334439,0.437804652,0.221571014,2.25849262,0.157793404,-0.054743404
976,5.929038788,0.397857587,0.040672117,2.237848263,0.151132304,-0.048082304
977,6.170263064,0.399375765,0.035425094,2.221602541,0.160719308,-0.057669308
978,6.525751471,0.488284079,0,2.088912969,0.17483005,-0.07178005
979,6.703495674,0.630708175,0,2.064254637,0.195124617,-0.092074617
980,6.678103645,0.79751801,0,1.977549273,0.195726399,-0.092676399
981,6.284527195,0.607745729,0,1.977549273,0.182487203,-0.079437203
982,5.345022119,0.535062946,0,2.019971947,0.153207413,-0.050157413
983,3.504100012,0.442833617,0,2.00672623,0.1643715,-0.0613215
984,2.704251096,0.327926501,0,2.003441899,0.156506837,-0.053456837
985,3.21483938,0.221274479,0,1.983959481,0.09304,0.01001
986,3.28692098,0.163678592,0,1.964852327,0.09183,0.01122
987,3.416667861,0.15978826,0,1.971180354,0.09301,0.01004
988,3.690577943,0.156182587,0,1.90373717,0.08951,0.01354
989,4.642055069,0.14849681,0,1.936871835,0.0891,0.01395
990,6.703588841,0.177911513,0,1.943020635,0.104774366,-0.001724366
991,8.274967731,0.341874764,0,1.955436102,0.175867605,-0.072817605
992,7.828061808,0.491130663,0.008798456,1.92772126,0.194813351,-0.091763351
993,7.496486446,0.50669199,0.058235408,1.939941363,0.195581141,-0.092531141
994,7.078413164,0.537814644,0.098372291,1.955436102,0.186409159,-0.083359159
995,6.674756201,0.66107174,0.115439995,1.977549273,0.175929858,-0.072879858
996,6.47292772,0.449096103,0.118773715,2.033393688,0.173418976,-0.070368976
997,6.328764519,0.496064742,0.095719416,2.003441899,0.168978242,-0.065928242
998,6.40084612,0.491415321,0.098372291,2.016644152,0.173024705,-0.069974705
999,6.530593,0.437804652,0.075376938,2.016644152,0.173273718,-0.070223718
1000,6.775670442,0.397857587,0.031996828,2.033393688,0.17368874,-0.07063874
1001,6.977498923,0.549390753,0.0150091,2.023310744,0.173169963,-0.070119963
1002,7.251409005,0.477087514,0,1.996905383,0.192883499,-0.089833499
1003,7.323490605,0.630708175,0,1.955436102,0.193713543,-0.090663543
1004,7.280241645,0.709938103,0,1.936871835,0.194170067,-0.091120067
1005,6.891001003,0.638488839,0,1.93076183,0.192572233,-0.089522233
1006,6.054854437,0.535062946,0,1.939941363,0.178689753,-0.075639753
1007,4.209565466,0.442833617,0,1.943020635,0.186824181,-0.083774181
1008,3.373418901,0.394441686,0,1.939941363,0.170534574,-0.067484574
1009,3.469745817,0.296708961,0,1.936871835,0.170430819,-0.067380819
1010,3.547542809,0.163678592,0,1.939941363,0.161113579,-0.058063579
1011,3.687577393,0.150109874,0,1.92772126,0.154701492,-0.051651492
1012,3.98320596,0.146124656,0,1.91865674,0.157378382,-0.054328382
1013,5.010126247,0.14849681,0,1.924690252,0.167919937,-0.064869937
1014,7.235120202,0.177911513,0,1.93076183,0.176095867,-0.073045867
1015,8.931094614,0.201538162,0,1.91865674,0.189418067,-0.086368067
1016,8.448753268,0.189772281,0.026387472,1.91865674,0.207575272,-0.104525272
1017,8.090887107,0.50669199,0.040956982,1.92772126,0.206994241,-0.103944241
1018,7.639664557,0.4675989,0.081846655,1.961703526,0.212016005,-0.108966005
1019,7.204001405,0.441125667,0.365453152,1.990411382,0.208550573,-0.105500573
1020,6.986169829,0.449096103,0.65698985,2.003441899,0.198735307,-0.095685307
1021,6.830575846,0.496064742,0.76575021,2.033393688,0.196846958,-0.093796958
1022,6.908372838,0.629379769,0.121486479,2.036777038,0.195954661,-0.092904661
1023,7.048407422,0.516655035,0.232740966,2.050423786,0.196763953,-0.093713953
1024,7.312917193,0.397857587,0.139556784,2.074750847,0.197158224,-0.094108224
1025,7.530748769,0.399375765,0.01765211,2.036777038,0.202698765,-0.099648765
1026,7.826377336,0.488284079,0,1.993653094,0.211165211,-0.108115211
1027,7.904174328,0.630708175,0,1.952317384,0.218531848,-0.115481848
1028,7.857496133,0.709938103,0,1.952317384,0.199440844,-0.096390844
1029,7.437392379,0.652626874,0,1.946109698,0.188422015,-0.085372015
1030,6.534947279,0.514377767,0,1.909677067,0.179374539,-0.076324539
1031,4.543344299,0.442833617,0,1.88904784,0.184271796,-0.081221796
1032,3.640899198,0.327926501,0,1.877458589,0.179187779,-0.076137779
1033,3.690069754,0.221274479,0,1.866010671,0.163894225,-0.060844225
1034,3.772806744,0.163678592,0,1.854701515,0.17026481,-0.06721481
1035,3.921733326,0.150109874,0,1.857515933,0.16835571,-0.06530571
1036,4.236133888,0.150679191,0,1.840756391,0.162171884,-0.059121884
1037,5.328262155,0.146978632,0,1.832489521,0.1710326,-0.0679826
1038,7.694540069,0.177911513,0,1.827019403,0.166384356,-0.063334356
1039,9.498206451,0.341874764,0,1.818875186,0.188173002,-0.085123002
1040,8.985237113,0.491130663,0.014896449,1.824296572,0.201910224,-0.098860224
1041,8.604646959,0.50669199,0.091233116,1.860338906,0.196784704,-0.093734704
1042,8.124772417,0.4675989,0.189369403,1.92772126,0.191264914,-0.088214914
1043,7.661445273,0.561156635,0.632614156,1.971180354,0.190497124,-0.087447124
1044,7.429781701,0.769621485,0.734172541,2.023310744,0.189874591,-0.086824591
1045,7.264307721,0.496064742,0.72336365,2.085354344,0.188795534,-0.085745534
1046,7.347044711,0.491415321,0.753835782,2.078273345,0.188816285,-0.085766285
1047,7.495971293,0.437804652,0.705639673,2.121495667,0.189127552,-0.086077552
1048,7.777277059,0.397857587,0.505922623,2.132583624,0.190206609,-0.087156609
1049,8.008940631,0.399375765,0.109794113,2.11782526,0.196203674,-0.093153674
1050,8.323341193,0.685077934,0,2.013327303,0.204981385,-0.101931385
1051,8.406078183,0.593607695,0,1.996905383,0.21039742,-0.10734742
1052,8.356435989,0.709938103,0,1.971180354,0.205811429,-0.102761429
1053,7.909656243,0.638488839,0,1.946109698,0.19707522,-0.09402522
1054,6.949907159,0.535062946,0,1.91865674,0.189376565,-0.086326565
1055,4.831840215,0.442833617,0,1.906702492,0.189397316,-0.086347316
1056,3.872091132,0.327926501,0,1.906702492,0.182611709,-0.079561709
1057,3.694807339,0.254484629,0,1.88034255,0.177589945,-0.074539945
1058,3.777650553,0.213588702,0,1.871717125,0.174290522,-0.071240522
1059,3.926768338,0.150109874,0,1.860338906,0.173232216,-0.070182216
1060,4.24157255,0.146124656,0,1.866010671,0.173979255,-0.070929255
1061,5.335102973,0.14849681,0,1.846309201,0.172879447,-0.069829447
1062,7.70441889,0.177911513,0,1.843528614,0.182362696,-0.079312696
1063,9.510400952,0.341874764,0,1.835236882,0.203383551,-0.100333551
1064,8.996773026,0.311036768,0.023847944,1.851895613,0.219071376,-0.116021376
1065,8.615694243,0.335991823,0.082866173,1.877458589,0.225172197,-0.122122197
1066,8.135203602,0.4675989,0.166842716,1.909677067,0.211310468,-0.108260468
1067,7.671281605,0.441125667,0.226247328,2.019971947,0.203051534,-0.100001534
1068,7.439320606,0.449096103,0.622818454,2.057315966,0.188754032,-0.085704032
1069,7.273634178,0.496064742,0.727434105,2.17039539,0.184354801,-0.081304801
1070,7.356477392,0.491415321,0.576565438,2.17039539,0.185703622,-0.082653622
1071,7.505595177,0.58241113,0.658226747,2.213567812,0.185641368,-0.082591368
1072,7.787262104,0.442548959,0.46843234,2.197671454,0.190829141,-0.087779141
1073,8.019223103,0.399375765,0.106020655,2.110522414,0.201764966,-0.098714966
1074,8.334027316,0.488284079,0,2.036777038,0.20848832,-0.10543832
1075,8.416870529,0.630708175,0,2.010021346,0.217971568,-0.114921568
1076,8.367164601,0.709938103,0,1.980749191,0.221561507,-0.118511507
1077,7.919811246,0.638488839,0,1.968011254,0.207118748,-0.104068748
1078,6.958829965,0.508969257,0,1.949208599,0.196162172,-0.093112172
1079,4.83804369,0.435527385,0,1.924690252,0.191576181,-0.088526181
1080,3.877062409,0.327926501,0,1.90373717,0.181781666,-0.078731666
1081,3.593534035,0.221274479,0,1.906702492,0.183836024,-0.080786024
1082,3.674106547,0.163678592,0,1.891967543,0.180598853,-0.077548853
1083,3.819137068,0.150109874,0,1.883235385,0.179623552,-0.076573552
1084,4.125312614,0.146124656,0,1.860338906,0.176448635,-0.073398635
1085,5.188869772,0.14602977,0,1.88034255,0.178336984,-0.075286984
1086,7.493243615,0.146599087,0,1.849098187,0.183670015,-0.080620015
1087,9.249724376,0.341874764,0,1.835236882,0.202989281,-0.099939281
1088,8.750174802,0.491130663,0.008894839,1.837992492,0.217515044,-0.114465044
1089,8.379541247,0.50669199,0.041406769,1.849098187,0.221146485,-0.118096485
1090,7.912220677,0.4675989,0.085210657,1.993653094,0.208031796,-0.104981796
1091,7.46101461,0.441125667,0.105330667,2.053864094,0.200353892,-0.097303892
1092,7.235411577,0.588294071,0.08202657,2.081807823,0.184583063,-0.081533063
1093,7.074266553,0.784518609,0.070211149,2.125178819,0.182009928,-0.078959928
1094,7.154839065,0.491415321,0.058513848,2.143788091,0.18109688,-0.07804688
1095,7.299869586,0.437804652,0.046814724,2.193732975,0.181283639,-0.078233639
1096,7.573816127,0.397857587,0.035100926,2.241946886,0.185205596,-0.082155596
1097,7.799419161,0.399375765,0.011719266,2.17039539,0.193028757,-0.089978757
1098,8.105594706,0.488284079,0,2.106889845,0.204296599,-0.101246599
1099,8.186167218,0.794766312,0,2.040171667,0.210376669,-0.107326669
1100,8.137823711,0.669042176,0,2.019971947,0.208197804,-0.105147804
1101,7.702732146,0.638488839,0,1.977549273,0.198880565,-0.095830565
1102,6.768091007,0.535062946,0,1.9585648,0.183047482,-0.079997482
1103,4.7054347,0.442833617,0,1.933812006,0.185247098,-0.082197098
1104,3.770793561,0.327926501,0,1.915654147,0.174913054,-0.071863054
1105,3.558395713,0.221274479,0,1.900781056,0.166550365,-0.063500365
1106,3.63818037,0.200779073,0,1.88034255,0.16607309,-0.06302309
1107,3.781792753,0.171079711,0,1.871717125,0.167753928,-0.064703928
1108,4.084974451,0.146124656,0,1.866010671,0.16835571,-0.06530571
1109,5.138131927,0.14849681,0,1.851895613,0.168832985,-0.065782985
1110,7.419973124,0.177911513,0,1.854701515,0.166716373,-0.063666373
1111,9.159278652,0.341874764,0,1.843528614,0.172713439,-0.069663439
1112,8.664613777,0.491130663,0.023188256,1.866010671,0.176863657,-0.073813657
1113,8.297604353,0.45431484,0.081129189,1.871717125,0.178004967,-0.074954967
1114,7.834853341,0.525669218,0.122973942,1.868859542,0.167919937,-0.064869937
1115,7.388059261,0.441125667,0.131139243,1.900781056,0.157565142,-0.054515142
1116,7.164662221,0.449096103,0.156371143,2.081807823,0.16607309,-0.06302309
1117,7.005092906,0.496064742,0.208784644,2.158911817,0.166965386,-0.063915386
1118,7.084877563,0.491415321,0.211471517,2.209572202,0.167753928,-0.064703928
1119,7.228489946,0.437804652,0.184236236,2.217577899,0.17026481,-0.06721481
1120,7.499757781,0.545690194,0.105569876,2.250189338,0.175245072,-0.072195072
1121,7.723154821,0.404974047,0.037360488,2.217577899,0.180432845,-0.077382845
1122,8.026336519,0.488284079,0,2.121495667,0.19022736,-0.08717736
1123,8.106121176,0.630708175,0,2.050423786,0.20108018,-0.09803018
1124,8.058250382,0.709938103,0,2.000168301,0.192655237,-0.089605237
1125,7.627413233,0.638488839,0,2.003441899,0.18948032,-0.08643032
1126,6.701911209,0.535062946,0,1.968011254,0.177444687,-0.074394687
1127,4.659423983,0.464942088,0,1.933812006,0.173958504,-0.070908504
1128,3.733921959,0.321189585,0,1.91865674,0.177506941,-0.074456941
1129,3.483949572,0.221274479,0,1.906702492,0.166861631,-0.063811631
1130,3.562065033,0.163678592,0,1.897834109,0.166633369,-0.063583369
1131,3.702672863,0.150109874,0,1.874583461,0.170327063,-0.067277063
1132,3.999511616,0.146124656,0,1.874583461,0.168314207,-0.065264207
1133,5.030635705,0.14849681,0,1.860338906,0.168023692,-0.064973692
1134,7.264737897,0.152102483,0,1.849098187,0.169289509,-0.066239509
1135,8.967654952,0.155423498,0,1.846309201,0.168832985,-0.065782985
1136,8.483339092,0.491130663,0.008759903,1.810803254,0.173605736,-0.070555736
1137,8.12400797,0.50669199,0.023316766,1.837992492,0.176054364,-0.073004364
1138,7.670938295,0.4675989,0.043596493,1.891967543,0.173730242,-0.070680242
1139,7.233491712,0.441125667,0.05509581,2.000168301,0.168065194,-0.065015194
1140,7.014768421,0.449096103,0.037778147,2.143788091,0.168791482,-0.065741482
1141,6.858537498,0.63232124,0.049325496,2.197671454,0.170679832,-0.067629832
1142,6.936652959,0.656706978,0.072285144,2.262667283,0.165865579,-0.062815579
1143,7.07726079,0.437804652,0.049252674,2.279521415,0.165927832,-0.062877832
1144,7.342853358,0.397857587,0.017433641,2.313994329,0.168314207,-0.065264207
1145,7.561576649,0.399375765,0.005854506,2.197671454,0.174726295,-0.071676295
1146,7.858415402,0.488284079,0,2.103269759,0.184417054,-0.081367054
1147,7.936530863,0.630708175,0,2.026660596,0.195975412,-0.092925412
1148,7.889661587,0.79751801,0,2.013327303,0.196950713,-0.093900713
1149,7.467838096,0.607745729,0,2.00672623,0.188816285,-0.085766285
1150,6.561698745,0.535062946,0,1.983959481,0.172464426,-0.069414426
1151,4.561942937,0.442833617,0,1.949208599,0.181926923,-0.078876923
1152,3.655803587,0.327926501,0,1.924690252,0.173460478,-0.070410478
1153,3.386361015,0.221274479,0,1.912660938,0.17483005,-0.07178005
1154,3.462288392,0.163678592,0,1.906702492,0.173522731,-0.070472731
1155,3.598957671,0.15978826,0,1.88034255,0.173522731,-0.070472731
1156,3.887481703,0.156182587,0,1.894896285,0.172319168,-0.069269168
1157,4.88972308,0.14849681,0,1.871717125,0.173564233,-0.070514233
1158,7.061246063,0.177911513,0,1.854701515,0.176054364,-0.073004364
1159,8.716462882,0.341874764,0,1.868859542,0.200374643,-0.097324643
1160,8.245713144,0.491130663,0.029353649,1.851895613,0.21209901,-0.10904901
1161,7.89644721,0.50669199,0.096143501,1.90373717,0.209276861,-0.106226861
1162,7.456068423,0.537814644,0.215010553,1.990411382,0.20222149,-0.09917149
1163,7.030875112,0.66107174,0.286083374,2.033393688,0.193547534,-0.090497534
