,electricity,electricity,"('internal_bus', 'My_DSO')","('internal_bus', 'My_DSO')","('feedin_converter', 'My_DSO')",My_DSO,"('consumption_source', 'My_DSO')",wind,pv
,My_DSO,demand_el,"('feedin_sink', 'My_DSO')","('consumption_converter', 'My_DSO')","('internal_bus', 'My_DSO')",electricity,"('internal_bus', 'My_DSO')",electricity,electricity
index,,,,,,,,,
2024-01-01 00:00:00,1.2293794,0.6137606201,1.2293794,0.0,1.2293794,0.0,0.0,1.8431400000000002,0.0
2024-01-01 01:00:00,1.2492694,0.6137606201,1.2492694,0.0,1.2492694,0.0,0.0,1.8630300000000002,0.0
2024-01-01 02:00:00,1.3187295,0.5575605123,1.3187295,0.0,1.3187295,0.0,0.0,1.8762899999999998,0.0
2024-01-01 03:00:00,1.3445515,0.5317384943,1.3445515,0.0,1.3445515,0.0,0.0,1.8762899999999998,0.0
2024-01-01 04:00:00,1.1508801,0.5198798737,1.1508801,0.0,1.1508801,0.0,0.0,1.67076,0.0
2024-01-01 05:00:00,0.7343864,0.4987936035,0.7343864,0.0,0.7343864,0.0,0.0,1.23318,0.0
2024-01-01 06:00:00,0.77350444,0.4596755564,0.77350444,0.0,0.77350444,0.0,0.0,1.23318,0.0
2024-01-01 07:00:00,0.77023695,0.456313047,0.77023695,0.0,0.77023695,0.0,0.0,1.22655,0.0
2024-01-01 08:00:00,0.80665048,0.4653995226,0.80665048,0.0,0.80665048,0.0,0.0,1.22655,0.0455
2024-01-01 09:00:00,0.91355526,0.4949947381,0.91355526,0.0,0.91355526,0.0,0.0,1.22655,0.182
2024-01-01 10:00:00,3.1661247,0.5271952566,3.1661247,0.0,3.1661247,0.0,0.0,3.40782,0.2855
2024-01-01 11:00:00,3.22098,0.5673400241,3.22098,0.0,3.22098,0.0,0.0,3.40782,0.3805
2024-01-01 12:00:00,2.9957737,0.5789162966,2.9957737,0.0,2.9957737,0.0,0.0,3.40119,0.17350000000000002
2024-01-01 13:00:00,3.8984216,0.5674683642,3.8984216,0.0,3.8984216,0.0,0.0,4.32939,0.1365
2024-01-01 14:00:00,4.7649122,0.5630277985,4.7649122,0.0,4.7649122,0.0,0.0,5.22444,0.1035
2024-01-01 15:00:00,4.6789148,0.5636951667,4.6789148,0.0,4.6789148,0.0,0.0,5.21781,0.0248
2024-01-01 16:00:00,5.5775018,0.6016581534,5.5775018,0.0,5.5775018,0.0,0.0,6.17916,0.0
2024-01-01 17:00:00,5.9005285,0.6631715393,5.9005285,0.0,5.9005285,0.0,0.0,6.5637,0.0
2024-01-01 18:00:00,5.1086348,0.6793552196,5.1086348,0.0,5.1086348,0.0,0.0,5.78799,0.0
2024-01-01 19:00:00,5.4969532,0.6689468416,5.4969532,0.0,5.4969532,0.0,0.0,6.165900000000001,0.0
2024-01-01 20:00:00,5.5138736,0.6453964424,5.5138736,0.0,5.5138736,0.0,0.0,6.15927,0.0
2024-01-01 21:00:00,5.9060574,0.644382556,5.9060574,0.0,5.9060574,0.0,0.0,6.55044,0.0
2024-01-01 22:00:00,5.9708327,0.6591673298,5.9708327,0.0,5.9708327,0.0,0.0,6.63,0.0
2024-01-01 23:00:00,5.5293361,0.6166739393,5.5293361,0.0,5.5293361,0.0,0.0,6.14601,0.0
2024-01-02 00:00:00,5.9465181,0.577401884,5.9465181,0.0,5.9465181,0.0,0.0,6.5239199999999995,0.0
2024-01-02 01:00:00,6.0408937,0.5559562617,6.0408937,0.0,6.0408937,0.0,0.0,6.59685,0.0
2024-01-02 02:00:00,5.9608051,0.5432249288,5.9608051,0.0,5.9608051,0.0,0.0,6.50403,0.0
2024-01-02 03:00:00,5.8798257,0.5380143227,5.8798257,0.0,5.8798257,0.0,0.0,6.41784,0.0
2024-01-02 04:00:00,6.0555065,0.5479735106,6.0555065,0.0,6.0555065,0.0,0.0,6.60348,0.0
2024-01-02 05:00:00,5.1824177,0.5724222901,5.1824177,0.0,5.1824177,0.0,0.0,5.75484,0.0
2024-01-02 06:00:00,5.1357994,0.6256705768,5.1357994,0.0,5.1357994,0.0,0.0,5.76147,0.0
2024-01-02 07:00:00,3.572451,0.7105290177,3.572451,0.0,3.572451,0.0,0.0,4.28298,0.0
2024-01-02 08:00:00,3.715536,0.7672039837,3.715536,0.0,3.715536,0.0,0.0,4.29624,0.1865
2024-01-02 09:00:00,3.6132687,0.796401345,3.6132687,0.0,3.6132687,0.0,0.0,3.37467,1.035
2024-01-02 10:00:00,1.855566,0.8210939706,1.855566,0.0,1.855566,0.0,0.0,1.2066599999999998,1.47
2024-01-02 11:00:00,3.6973388,0.8440411715,3.6973388,0.0,3.6973388,0.0,0.0,2.16138,2.38
2024-01-02 12:00:00,3.3514149,0.8465951385,3.3514149,0.0,3.3514149,0.0,0.0,2.16801,2.0300000000000002
2024-01-02 13:00:00,3.1734252,0.8364947766,3.1734252,0.0,3.1734252,0.0,0.0,1.21992,2.79
2024-01-02 14:00:00,0.65564696,0.8224030391,0.65564696,0.0,0.65564696,0.0,0.0,1.22655,0.2515
2024-01-02 15:00:00,0.48755174,0.817128263,0.48755174,0.0,0.48755174,0.0,0.0,1.23318,0.07150000000000001
2024-01-02 16:00:00,0.0,0.832554737,0.0,0.63630674,0.0,0.63630674,0.63630674,0.196248,0.0
2024-01-02 17:00:00,0.0,0.8695166714,0.0,0.83656557,0.0,0.83656557,0.83656557,0.0329511,0.0
2024-01-02 18:00:00,0.0,0.8405503221,0.0,0.80740032,0.0,0.80740032,0.80740032,0.03315,0.0
2024-01-02 19:00:00,0.0,0.8392797556,0.0,0.80599716,0.0,0.80599716,0.80599716,0.0332826,0.0
2024-01-02 20:00:00,0.0,0.7898816705,0.0,0.75659907,0.0,0.75659907,0.75659907,0.0332826,0.0
2024-01-02 21:00:00,0.0,0.7672681537,0.0,0.56836815,0.0,0.56836815,0.56836815,0.1989,0.0
2024-01-02 22:00:00,0.0,0.7634436202,0.0,0.56454362,0.0,0.56454362,0.56454362,0.1989,0.0
2024-01-02 23:00:00,0.0,0.7047922175,0.0,0.67131072,0.0,0.67131072,0.67131072,0.0334815,0.0
2024-01-03 00:00:00,0.0,0.6651736441,0.0,0.63169214,0.0,0.63169214,0.63169214,0.0334815,0.0
2024-01-03 01:00:00,0.0,0.6370415052,0.0,0.60342741,0.0,0.60342741,0.60342741,0.0336141,0.0
2024-01-03 02:00:00,0.0,0.6247593624,0.0,0.59114526,0.0,0.59114526,0.59114526,0.0336141,0.0
2024-01-03 03:00:00,0.0,0.6222823994,0.0,0.5885357,0.0,0.5885357,0.5885357,0.0337467,0.0
2024-01-03 04:00:00,0.0,0.6285453939,0.0,0.62757078,0.0,0.62757078,0.62757078,0.00097461,0.0
2024-01-03 05:00:00,0.0,0.6413023948,0.0,0.60748939,0.0,0.60748939,0.60748939,0.033813,0.0
2024-01-03 06:00:00,0.0,0.6866449344,0.0,0.65283193,0.0,0.65283193,0.65283193,0.033813,0.0
2024-01-03 07:00:00,0.0,0.7620703817,0.0,0.72825738,0.0,0.72825738,0.72825738,0.033813,0.0
2024-01-03 08:00:00,0.0,0.8055134885,0.0,0.40896149,0.0,0.40896149,0.40896149,0.201552,0.195
2024-01-03 09:00:00,0.31922392,0.8244564799,0.31922392,0.0,0.31922392,0.0,0.0,0.0336804,1.11
2024-01-03 10:00:00,1.1014702,0.8420775687,1.1014702,0.0,1.1014702,0.0,0.0,0.0335478,1.9100000000000001
2024-01-03 11:00:00,2.0310281,0.8589029493,2.0310281,0.0,2.0310281,0.0,0.0,0.554931,2.335
2024-01-03 12:00:00,0.94477041,0.8584665931,0.94477041,0.0,0.94477041,0.0,0.0,0.198237,1.605
2024-01-03 13:00:00,2.0092043,0.8446957057,2.0092043,0.0,2.0092043,0.0,0.0,0.1989,2.6550000000000002
2024-01-03 14:00:00,0.0,0.8316178547,0.0,0.37021785,0.0,0.37021785,0.37021785,0.1989,0.2625
2024-01-03 15:00:00,0.0,0.8259708925,0.0,0.67548939,0.0,0.67548939,0.67548939,0.0334815,0.117
2024-01-03 16:00:00,0.0,0.8435791473,0.0,0.80996505,0.0,0.80996505,0.80996505,0.0336141,0.0
2024-01-03 17:00:00,0.0,0.8846479632,0.0,0.85083496,0.0,0.85083496,0.85083496,0.033813,0.0
2024-01-03 18:00:00,0.0,0.8786416489,0.0,0.67642665,0.0,0.67642665,0.67642665,0.202215,0.0
2024-01-03 19:00:00,0.0,0.85050951,0.0,0.64763151,0.0,0.64763151,0.64763151,0.20287799999999998,0.0
2024-01-03 20:00:00,0.0,0.8057445006,0.0,0.6028665,0.0,0.6028665,0.6028665,0.20287799999999998,0.0
2024-01-03 21:00:00,0.0,0.7825791216,0.0,0.57903812,0.0,0.57903812,0.57903812,0.203541,0.0
2024-01-03 22:00:00,0.0,0.773261634,0.0,0.56972063,0.0,0.56972063,0.56972063,0.203541,0.0
2024-01-03 23:00:00,0.0,0.721771606,0.0,0.51756761,0.0,0.51756761,0.51756761,0.204204,0.0
2024-01-04 00:00:00,0.0,0.6783926692,0.0,0.47418867,0.0,0.47418867,0.47418867,0.204204,0.0
2024-01-04 01:00:00,0.0,0.6522369671,0.0,0.44736997,0.0,0.44736997,0.44736997,0.204867,0.0
2024-01-04 02:00:00,0.0,0.6348212223,0.0,0.064641222,0.0,0.064641222,0.064641222,0.5701799999999999,0.0
2024-01-04 03:00:00,0.0,0.6313047049,0.0,0.060461705,0.0,0.060461705,0.060461705,0.570843,0.0
2024-01-04 04:00:00,0.0,0.6394414641,0.0,0.068598464,0.0,0.068598464,0.068598464,0.570843,0.0
2024-01-04 05:00:00,0.0,0.6531866834,0.0,0.081680683,0.0,0.081680683,0.081680683,0.571506,0.0
2024-01-04 06:00:00,0.0,0.6982982109,0.0,0.49276821,0.0,0.49276821,0.49276821,0.20553,0.0
2024-01-04 07:00:00,0.0,0.7760209451,0.0,0.20385195,0.0,0.20385195,0.20385195,0.572169,0.0
2024-01-04 08:00:00,0.0,0.8124695192,0.0,0.50792722,0.0,0.50792722,0.50792722,0.0345423,0.27
2024-01-04 09:00:00,0.38094239,0.8300521061,0.38094239,0.0,0.38094239,0.0,0.0,0.0009945,1.21
2024-01-04 10:00:00,1.2481992,0.8477887009,1.2481992,0.0,1.2481992,0.0,0.0,0.0009878699999999999,2.0949999999999998
2024-01-04 11:00:00,1.7416172,0.8643574014,1.7416172,0.0,1.7416172,0.0,0.0,0.00097461,2.605
2024-01-04 12:00:00,1.9702885,0.8597114916,1.9702885,0.0,1.9702885,0.0,0.0,0.0,2.8299999999999996
2024-01-04 13:00:00,2.1913514,0.8486485793,2.1913514,0.0,2.1913514,0.0,0.0,0.0,3.04
2024-01-04 14:00:00,0.0,0.8378680151,0.0,0.69086802,0.0,0.69086802,0.69086802,0.0,0.147
2024-01-04 15:00:00,0.0,0.8339664776,0.0,0.76146648,0.0,0.76146648,0.76146648,0.0,0.07250000000000001
2024-01-04 16:00:00,0.0,0.8514848944,0.0,0.85148489,0.0,0.85148489,0.85148489,0.0,0.0
2024-01-04 17:00:00,0.0,0.886611566,0.0,0.85299747,0.0,0.85299747,0.85299747,0.0336141,0.0
2024-01-04 18:00:00,0.0,0.8873046023,0.0,0.6864156,0.0,0.6864156,0.6864156,0.200889,0.0
2024-01-04 19:00:00,0.0,0.8572216946,0.0,0.65633269,0.0,0.65633269,0.65633269,0.200889,0.0
2024-01-04 20:00:00,0.0,0.8105700865,0.0,0.24900909,0.0,0.24900909,0.24900909,0.561561,0.0
2024-01-04 21:00:00,0.0,0.788572602,0.0,0.2250226,0.0,0.2250226,0.2250226,0.56355,0.0
2024-01-04 22:00:00,0.0,0.7815010652,0.0,0.57862307,0.0,0.57862307,0.57862307,0.20287799999999998,0.0
2024-01-04 23:00:00,0.0,0.7304345594,0.0,0.16555856,0.0,0.16555856,0.16555856,0.5648759999999999,0.0
2024-01-05 00:00:00,0.0,0.688056675,0.0,0.48385268,0.0,0.48385268,0.48385268,0.204204,0.0
2024-01-05 01:00:00,0.0,0.6595780179,0.0,0.45670002,0.0,0.45670002,0.45670002,0.20287799999999998,0.0
2024-01-05 02:00:00,0.0,0.6419055931,0.0,0.64091772,0.0,0.64091772,0.64091772,0.0009878699999999999,0.0
2024-01-05 03:00:00,0.0,0.6386842578,0.0,0.072482258,0.0,0.072482258,0.072482258,0.566202,0.0
2024-01-05 04:00:00,0.0,0.6445108961,0.0,0.4409699,0.0,0.4409699,0.4409699,0.203541,0.0
2024-01-05 05:00:00,0.0,0.6612977746,0.0,0.62708697,0.0,0.62708697,0.62708697,0.0342108,0.0
2024-01-05 06:00:00,0.0,0.7057804358,0.0,0.70479257,0.0,0.70479257,0.70479257,0.0009878699999999999,0.0
2024-01-05 07:00:00,0.0,0.7811288791,0.0,0.57692488,0.0,0.57692488,0.57692488,0.204204,0.0
2024-01-05 08:00:00,0.0,0.8265227547,0.0,0.38381875,0.0,0.38381875,0.38381875,0.204204,0.2385
2024-01-05 09:00:00,0.42248489,0.8460561103,0.42248489,0.0,0.42248489,0.0,0.0,0.203541,1.065
2024-01-05 10:00:00,1.2639593,0.8649862676,1.2639593,0.0,1.2639593,0.0,0.0,0.0339456,2.0949999999999998
2024-01-05 11:00:00,1.8169104,0.884057599,1.8169104,0.0,1.8169104,0.0,0.0,0.00096798,2.7
2024-01-05 12:00:00,2.0152981,0.8806565877,2.0152981,0.0,2.0152981,0.0,0.0,0.00095472,2.8949999999999996
2024-01-05 13:00:00,2.2334259,0.8696578454,2.2334259,0.0,2.2334259,0.0,0.0,0.033083699999999994,3.07
2024-01-05 14:00:00,0.0,0.8586462692,0.0,0.69769155,0.0,0.69769155,0.69769155,0.00095472,0.16
2024-01-05 15:00:00,0.0,0.8566313304,0.0,0.74298133,0.0,0.74298133,0.74298133,0.03315,0.0805
2024-01-05 16:00:00,0.0,0.8670525424,0.0,0.66815254,0.0,0.66815254,0.66815254,0.1989,0.0
2024-01-05 17:00:00,0.36374528,0.8959547216,0.36374528,0.0,0.36374528,0.0,0.0,1.2597,0.0
2024-01-05 18:00:00,0.36984143,0.8898585693,0.36984143,0.0,0.36984143,0.0,0.0,1.2597,0.0
2024-01-05 19:00:00,0.39885912,0.860840884,0.39885912,0.0,0.39885912,0.0,0.0,1.2597,0.0
2024-01-05 20:00:00,0.44699947,0.8127005313,0.44699947,0.0,0.44699947,0.0,0.0,1.2597,0.0
2024-01-05 21:00:00,1.4561868,0.7913832491,1.4561868,0.0,1.4561868,0.0,0.0,2.24757,0.0
2024-01-05 22:00:00,0.4724108,0.7872892015,0.4724108,0.0,0.4724108,0.0,0.0,1.2597,0.0
2024-01-05 23:00:00,0.52209123,0.7376087682,0.52209123,0.0,0.52209123,0.0,0.0,1.2597,0.0
2024-01-06 00:00:00,0.56498248,0.6947175236,0.56498248,0.0,0.56498248,0.0,0.0,1.2597,0.0
2024-01-06 01:00:00,0.59007814,0.6629918632,0.59007814,0.0,0.59007814,0.0,0.0,1.25307,0.0
2024-01-06 02:00:00,0.0,0.646987859,0.0,0.096034859,0.0,0.096034859,0.096034859,0.5509529999999999,0.0
2024-01-06 03:00:00,0.0,0.6430734875,0.0,0.094109488,0.0,0.094109488,0.094109488,0.548964,0.0
2024-01-06 04:00:00,0.59964983,0.6401601684,0.59964983,0.0,0.59964983,0.0,0.0,1.23981,0.0
2024-01-06 05:00:00,0.58694935,0.6462306527,0.58694935,0.0,0.58694935,0.0,0.0,1.23318,0.0
2024-01-06 06:00:00,0.0,0.6718858287,0.0,0.47630083,0.0,0.47630083,0.47630083,0.19558499999999998,0.0
2024-01-06 07:00:00,0.49546091,0.7310890937,0.49546091,0.0,0.49546091,0.0,0.0,1.22655,0.0
2024-01-06 08:00:00,0.0,0.7714520393,0.0,0.21738104,0.0,0.21738104,0.21738104,0.5416709999999999,0.0124
2024-01-06 09:00:00,0.51271703,0.7923329654,0.51271703,0.0,0.51271703,0.0,0.0,1.22655,0.07849999999999999
2024-01-06 10:00:00,1.5292843,0.8122256731,1.5292843,0.0,1.5292843,0.0,0.0,2.16801,0.17350000000000002
2024-01-06 11:00:00,1.4223664,0.830013604,1.4223664,0.0,1.4223664,0.0,0.0,2.16138,0.091
2024-01-06 12:00:00,1.4250359,0.827344131,1.4250359,0.0,1.4250359,0.0,0.0,2.16138,0.091
2024-01-06 13:00:00,1.4276242,0.8042557561,1.4276242,0.0,1.4276242,0.0,0.0,2.16138,0.0705
2024-01-06 14:00:00,1.407563,0.7869170153,1.407563,0.0,1.407563,0.0,0.0,2.16138,0.0331
2024-01-06 15:00:00,1.390495,0.7832849919,1.390495,0.0,1.390495,0.0,0.0,2.16138,0.0124
2024-01-06 16:00:00,1.3603841,0.8009959188,1.3603841,0.0,1.3603841,0.0,0.0,2.16138,0.0
2024-01-06 17:00:00,0.37141778,0.8418722246,0.37141778,0.0,0.37141778,0.0,0.0,1.21329,0.0
2024-01-06 18:00:00,0.0,0.835006032,0.0,0.29863903,0.0,0.29863903,0.29863903,0.536367,0.0
2024-01-06 19:00:00,0.40590275,0.8073872533,0.40590275,0.0,0.40590275,0.0,0.0,1.21329,0.0
2024-01-06 20:00:00,1.3900358,0.7647141867,1.3900358,0.0,1.3900358,0.0,0.0,2.15475,0.0
2024-01-06 21:00:00,1.4046409,0.750109089,1.4046409,0.0,1.4046409,0.0,0.0,2.15475,0.0
2024-01-06 22:00:00,1.3973769,0.7573731359,1.3973769,0.0,1.3973769,0.0,0.0,2.15475,0.0
2024-01-06 23:00:00,0.49453439,0.7187556149,0.49453439,0.0,0.49453439,0.0,0.0,1.21329,0.0
2024-01-07 00:00:00,0.52815948,0.6851305218,0.52815948,0.0,0.52815948,0.0,0.0,1.21329,0.0
2024-01-07 01:00:00,0.0,0.6569598809,0.0,0.12191888,0.0,0.12191888,0.12191888,0.535041,0.0
2024-01-07 02:00:00,0.0,0.6387612618,0.0,0.10372026,0.0,0.10372026,0.10372026,0.535041,0.0
2024-01-07 03:00:00,0.0,0.6264791191,0.0,0.090775119,0.0,0.090775119,0.090775119,0.535704,0.0
2024-01-07 04:00:00,0.0,0.6193177443,0.0,0.083613744,0.0,0.083613744,0.083613744,0.535704,0.0
2024-01-07 05:00:00,0.0,0.6026207038,0.0,0.4096877,0.0,0.4096877,0.4096877,0.192933,0.0
2024-01-07 06:00:00,0.0,0.5818296157,0.0,0.38889662,0.0,0.38889662,0.38889662,0.192933,0.0
2024-01-07 07:00:00,0.0,0.6155830488,0.0,0.58322865,0.0,0.58322865,0.58322865,0.0323544,0.0
2024-01-07 08:00:00,0.0,0.6682538053,0.0,0.61103311,0.0,0.61103311,0.61103311,0.032420700000000004,0.0248
2024-01-07 09:00:00,0.0,0.7068969943,0.0,0.59597629,0.0,0.59597629,0.59597629,0.032420700000000004,0.07849999999999999
2024-01-07 10:00:00,0.0,0.7332195385,0.0,0.59577808,0.0,0.59577808,0.59577808,0.0009414600000000001,0.1365
2024-01-07 11:00:00,0.0,0.7513154855,0.0,0.58232849,0.0,0.58232849,0.58232849,0.032486999999999995,0.1365
2024-01-07 12:00:00,0.0,0.7493647168,0.0,0.56787772,0.0,0.56787772,0.56787772,0.032486999999999995,0.149
2024-01-07 13:00:00,0.0,0.731833466,0.0,0.60289201,0.0,0.60289201,0.60289201,0.0009414600000000001,0.128
2024-01-07 14:00:00,0.0,0.7171513643,0.0,0.6127099,0.0,0.6127099,0.6127099,0.0009414600000000001,0.1035
2024-01-07 15:00:00,0.0,0.7202828615,0.0,0.65469586,0.0,0.65469586,0.65469586,0.032486999999999995,0.0331
2024-01-07 16:00:00,0.0,0.7444492928,0.0,0.74350783,0.0,0.74350783,0.74350783,0.0009414600000000001,0.0
2024-01-07 17:00:00,0.0,0.7953361226,0.0,0.79439466,0.0,0.79439466,0.79439466,0.0009414600000000001,0.0
2024-01-07 18:00:00,0.0,0.7922302934,0.0,0.79128883,0.0,0.79128883,0.79128883,0.0009414600000000001,0.0
2024-01-07 19:00:00,0.0,0.7607998152,0.0,0.72824652,0.0,0.72824652,0.72824652,0.0325533,0.0
2024-01-07 20:00:00,0.0,0.7160989758,0.0,0.68347938,0.0,0.68347938,0.68347938,0.0326196,0.0
2024-01-07 21:00:00,0.0,0.7017633923,0.0,0.66914379,0.0,0.66914379,0.66914379,0.0326196,0.0
2024-01-07 22:00:00,0.0,0.7167278421,0.0,0.68410824,0.0,0.68410824,0.68410824,0.0326196,0.0
2024-01-07 23:00:00,0.0,0.6884545291,0.0,0.68751307,0.0,0.68751307,0.68751307,0.0009414600000000001,0.0
2024-01-08 00:00:00,0.0,0.652159963,0.0,0.61954036,0.0,0.61954036,0.61954036,0.0326196,0.0
2024-01-08 01:00:00,0.0,0.6169049514,0.0,0.61596349,0.0,0.61596349,0.61596349,0.0009414600000000001,0.0
2024-01-08 02:00:00,0.0,0.5937395724,0.0,0.59279811,0.0,0.59279811,0.59279811,0.0009414600000000001,0.0
2024-01-08 03:00:00,0.0,0.585166457,0.0,0.55254686,0.0,0.55254686,0.55254686,0.0326196,0.0
2024-01-08 04:00:00,0.0,0.5731794964,0.0,0.5404936,0.0,0.5404936,0.5404936,0.032685900000000004,0.0
2024-01-08 05:00:00,0.0,0.5508483277,0.0,0.35592633,0.0,0.35592633,0.35592633,0.19492199999999998,0.0
2024-01-08 06:00:00,0.0,0.5134115352,0.0,0.51246345,0.0,0.51246345,0.51246345,0.0009480900000000001,0.0
2024-01-08 07:00:00,0.0,0.5246156216,0.0,0.52366753,0.0,0.52366753,0.52366753,0.0009480900000000001,0.0
2024-01-08 08:00:00,0.0,0.5588952489,0.0,0.53314716,0.0,0.53314716,0.53314716,0.0009480900000000001,0.0248
2024-01-08 09:00:00,0.0,0.6076644678,0.0,0.52821638,0.0,0.52821638,0.52821638,0.0009480900000000001,0.07849999999999999
2024-01-08 10:00:00,0.0,0.6471547011,0.0,0.50970661,0.0,0.50970661,0.50970661,0.0009480900000000001,0.1365
2024-01-08 11:00:00,0.0,0.6894684155,0.0,0.41152033,0.0,0.41152033,0.41152033,0.0009480900000000001,0.27699999999999997
2024-01-08 12:00:00,0.0,0.6841038014,0.0,0.4779179,0.0,0.4779179,0.4779179,0.032685900000000004,0.17350000000000002
2024-01-08 13:00:00,0.0,0.6559588285,0.0,0.43601074,0.0,0.43601074,0.43601074,0.0009480900000000001,0.219
2024-01-08 14:00:00,0.0,0.6378243795,0.0,0.52087629,0.0,0.52087629,0.52087629,0.0009480900000000001,0.11599999999999999
2024-01-08 15:00:00,0.0,0.6312790369,0.0,0.56542684,0.0,0.56542684,0.56542684,0.0327522,0.0331
2024-01-08 16:00:00,0.0,0.6599887061,0.0,0.62723651,0.0,0.62723651,0.62723651,0.0327522,0.0
2024-01-08 17:00:00,0.0,0.7341050848,0.0,0.70135288,0.0,0.70135288,0.70135288,0.0327522,0.0
2024-01-08 18:00:00,0.0,0.7573474679,0.0,0.75639938,0.0,0.75639938,0.75639938,0.0009480900000000001,0.0
2024-01-08 19:00:00,0.0,0.7469262558,0.0,0.71417406,0.0,0.71417406,0.71417406,0.0327522,0.0
2024-01-08 20:00:00,0.0,0.7148284094,0.0,0.68200991,0.0,0.68200991,0.68200991,0.0328185,0.0
2024-01-08 21:00:00,0.0,0.7162786519,0.0,0.68346015,0.0,0.68346015,0.68346015,0.0328185,0.0
2024-01-08 22:00:00,0.0,0.7362611977,0.0,0.73531311,0.0,0.73531311,0.73531311,0.0009480900000000001,0.0
2024-01-08 23:00:00,0.0,0.7001848097,0.0,0.69923672,0.0,0.69923672,0.69923672,0.0009480900000000001,0.0
2024-01-09 00:00:00,0.0,0.6671500809,0.0,0.66619536,0.0,0.66619536,0.66619536,0.00095472,0.0
2024-01-09 01:00:00,0.0,0.6454991145,0.0,0.64454439,0.0,0.64454439,0.64454439,0.00095472,0.0
2024-01-09 02:00:00,0.0,0.6332554737,0.0,0.63325547,0.0,0.63325547,0.63325547,0.0,0.0
2024-01-09 03:00:00,0.0,0.6295079442,0.0,0.59655684,0.0,0.59655684,0.59655684,0.0329511,0.0
2024-01-09 04:00:00,0.0,0.636617983,0.0,0.63566326,0.0,0.63566326,0.63566326,0.00095472,0.0
2024-01-09 05:00:00,0.0,0.6708719423,0.0,0.66991722,0.0,0.66991722,0.66991722,0.00095472,0.0
2024-01-09 06:00:00,0.0,0.7376087682,0.0,0.73760877,0.0,0.73760877,0.73760877,0.0,0.0
2024-01-09 07:00:00,0.0,0.8535640032,0.0,0.85261591,0.0,0.85261591,0.85261591,0.0009480900000000001,0.0
2024-01-09 08:00:00,0.0,0.8859185297,0.0,0.82823373,0.0,0.82823373,0.82823373,0.0328848,0.0248
2024-01-09 09:00:00,0.0,0.8851484894,0.0,0.81464849,0.0,0.81464849,0.81464849,0.0,0.0705
2024-01-09 10:00:00,0.0,0.8926435483,0.0,0.77569546,0.0,0.77569546,0.77569546,0.0009480900000000001,0.11599999999999999
2024-01-09 11:00:00,0.0,0.9005749634,0.0,0.73812687,0.0,0.73812687,0.73812687,0.0009480900000000001,0.1615
2024-01-09 12:00:00,0.0,0.896801766,0.0,0.72235368,0.0,0.72235368,0.72235368,0.0009480900000000001,0.17350000000000002
2024-01-09 13:00:00,0.0,0.8932210786,0.0,0.77627299,0.0,0.77627299,0.77627299,0.0009480900000000001,0.11599999999999999
2024-01-09 14:00:00,0.0,0.8810544418,0.0,0.80960635,0.0,0.80960635,0.80960635,0.0009480900000000001,0.0705
2024-01-09 15:00:00,0.0,0.8744705973,0.0,0.84871588,0.0,0.84871588,0.84871588,0.00095472,0.0248
2024-01-09 16:00:00,0.0,0.8831977207,0.0,0.882243,0.0,0.882243,0.882243,0.00095472,0.0
2024-01-09 17:00:00,0.0,0.9341872225,0.0,0.90130242,0.0,0.90130242,0.90130242,0.0328848,0.0
2024-01-09 18:00:00,0.0,0.9287327703,0.0,0.92777805,0.0,0.92777805,0.92777805,0.00095472,0.0
2024-01-09 19:00:00,0.0,0.90713314,0.0,0.90617842,0.0,0.90617842,0.90617842,0.00095472,0.0
2024-01-09 20:00:00,0.0,0.863497523,0.0,0.86349752,0.0,0.86349752,0.86349752,0.0,0.0
2024-01-09 21:00:00,0.0,0.8358145743,0.0,0.83485985,0.0,0.83485985,0.83485985,0.00095472,0.0
2024-01-09 22:00:00,0.0,0.8254318643,0.0,0.82447714,0.0,0.82447714,0.82447714,0.00095472,0.0
2024-01-09 23:00:00,0.0,0.7815010652,0.0,0.74854997,0.0,0.74854997,0.74854997,0.0329511,0.0
2024-01-10 00:00:00,0.0,0.7510844734,0.0,0.71806707,0.0,0.71806707,0.71806707,0.0330174,0.0
2024-01-10 01:00:00,0.0,0.7363638697,0.0,0.73540915,0.0,0.73540915,0.73540915,0.00095472,0.0
2024-01-10 02:00:00,0.0,0.7259811597,0.0,0.72502644,0.0,0.72502644,0.72502644,0.00095472,0.0
2024-01-10 03:00:00,0.0,0.7157652917,0.0,0.71481057,0.0,0.71481057,0.71481057,0.00095472,0.0
2024-01-10 04:00:00,0.0,0.7171513643,0.0,0.71619664,0.0,0.71619664,0.71619664,0.00095472,0.0
2024-01-10 05:00:00,0.0,0.718960959,0.0,0.71800624,0.0,0.71800624,0.71800624,0.00095472,0.0
2024-01-10 06:00:00,0.0,0.7909853949,0.0,0.7900373,0.0,0.7900373,0.7900373,0.0009480900000000001,0.0
2024-01-10 07:00:00,0.0,0.881477964,0.0,0.88052987,0.0,0.88052987,0.88052987,0.0009480900000000001,0.0
2024-01-10 08:00:00,0.0,0.904656177,0.0,0.84697138,0.0,0.84697138,0.84697138,0.0328848,0.0248
2024-01-10 09:00:00,0.0,0.8968146,0.0,0.82536651,0.0,0.82536651,0.82536651,0.0009480900000000001,0.0705
2024-01-10 10:00:00,0.0,0.9035652866,0.0,0.8116172,0.0,0.8116172,0.8116172,0.0009480900000000001,0.091
